Species,IUCN.Red.List.Status,iucn_2cat,Order,Family,Genus,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Development,migrations_reported,dispersal_dist_max_m,home_range_max_m2,breeding_habitat,breeding_habitat_2cat,incubation_period_min_d,incubation_period_max_d,larval_period_min_d,larval_period_max_d,larval_period_4cat,neoteny,dessication_avoidance_reported,inactive_during_cold_reported,pi_cytb_5up,Slope_Max,Slope_Min,Slope_Mean,Slope_SD,Alt_Max,Alt_Min,Alt_Average,Alt_SD,Bio1_Max,Bio1_Min,Bio1_Average,Bio1_SD,Bio10_Max,Bio10_Min,Bio10_Average,Bio10_SD,Bio11_Max,Bio11_Min,Bio11_Average,Bio11_SD,Bio12_Max,Bio12_Min,Bio12_Average,Bio12_SD,Bio13_Max,Bio13_Min,Bio13_Average,Bio13_SD,Bio14_Max,Bio14_Min,Bio14_Average,Bio14_SD,Bio15_Max,Bio15_Min,Bio15_Average,Bio15_SD,Bio16_Max,Bio16_Min,Bio16_Average,Bio16_SD,Bio17_Max,Bio17_Min,Bio17_Average,Bio17_SD,Bio18_Max,Bio18_Min,Bio18_Average,Bio18_SD,Bio19_Max,Bio19_Min,Bio19_Average,Bio19_SD,Bio2_Max,Bio2_Min,Bio2_Average,Bio2_SD,Bio3_Max,Bio3_Min,Bio3_Average,Bio3_SD,Bio4_Max,Bio4_Min,Bio4_Average,Bio4_SD,Bio5_Max,Bio5_Min,Bio5_Average,Bio5_SD,Bio6_Max,Bio6_Min,Bio6_Average,Bio6_SD,Bio7_Max,Bio7_Min,Bio7_Average,Bio7_SD,Bio8_Max,Bio8_Min,Bio8_Average,Bio8_SD,Bio9_Max,Bio9_Min,Bio9_Average,Bio9_SD,Total_Area,Lat_min,Lat_max,GBIF_occurrences,gbif_corrected,gbif_thinned,subsampPREthin,SDM_dataset,cytb5up,Lat_Extent,Lat_Midpoint,Elev_Extent,Elev_Midpoint,Slope_Range,gene,n_ind,n_bp,pi,FST_msat,AR_msat,median_pi_n5,overall_pi,hdi.lower95,cur.area.95,lgm.area.95,overlap.area.95,overlap.index.95,rel.range.size.95,hdi.lower99,cur.area.99,lgm.area.99,overlap.area.99,overlap.index.99,rel.range.size.99
Desmognathus ocoee,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,3,4,110,10,5,29,1,2,3,larval,yes,0.47,NA,permanent,aquatic,32,66,210,300,mid,no,no,yes,1,0.102965139,0.000165699,0.017493637,0.01646378,1670,179,540.8473154,295.789441,170,77,135.5805369,17.50274287,255,164,226.346057,19.04179099,78,-17,39.11031879,16.84275959,2043,1138,1526.033557,160.5941462,205,115,163.9140101,14.22101446,154,69,99.09815436,16.04228874,21,7,13.4102349,3.095404949,549,315,439.8917785,39.05453152,480,243,324.8141779,47.63336813,510,299,368.0708893,44.73163799,523,256,409.9526007,40.53375338,147,109,131.2818792,5.294300421,43,35,39.55285235,1.39679818,7812,6803,7253.372903,252.7579652,323,224,296.2235738,19.71136495,3,-80,-31.69295302,17.21351733,347,299,327.9165268,8.045307832,224,8,65.46602349,33.31699784,218,25,162.4660235,34.72344578,42012.80936,32.78355281,35.8568405,9018,734,117,NA,thinned,1,3.07328769,34.32019666,1491,924.5,0.10279944,CYTB,8,519,0.111469072,NA,NA,0.096520619,0.111469072,568.2,4409,3427,0,0,-0.286548001,451,5456,6167,6,0.001099707,0.130315249
Desmognathus orestes,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,3.5,4.5,110,10,11,16,1,3.5,3.5,larval,yes,NA,NA,permanent,aquatic,60,60,240,270,mid,no,no,yes,1,0.07406491,0.000352401,0.016535488,0.012910975,1490,280,706.3931624,232.1652912,144,77,115.1546232,13.25982221,240,166,208.8197358,15.10950641,45,-20,15.31623932,12.37806124,1550,948,1201.632479,119.9661537,145,99,119.2408702,9.353824669,105,63,82.71717172,10.16921568,15,9,11.22843823,1.363498599,431,274,337.9145299,28.3413787,332,198,257.7241647,28.89008341,427,266,327.2292152,30.70082624,332,198,263.8756799,29.25968501,141,105,130.3108003,5.623467815,40,34,38.45843046,0.928855727,7823,6966,7473.994561,185.1318411,314,224,280.4957265,17.36578675,-25,-81,-53.99067599,11.03486233,349,302,334.4864025,8.740847782,222,107,190.4965035,16.06711561,141,-20,37.33333333,35.22718977,22135.66297,35.5596158,37.30237057,3315,321,56,NA,thinned,1,1.74275477,36.43099319,1210,885,0.073712509,CYTB,24,529,0.023074481,NA,NA,0.02371134,0.023074481,544.4000244,4345,287,0,0,-14.13937282,282.7999878,8642,1686,7,0.000809998,-4.1257414
Desmognathus quadramaculatus,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,6,7,210,15,38,55,1,3.9,5,larval,no,25,0.1207,permanent,aquatic,730,730,365,1460,long,no,no,no,1,0.102965139,0.000128744,0.016845881,0.014867401,1670,198,613.5400123,271.949374,159,77,123.7381197,17.0208153,252,163,216.6916272,17.8287507,62,-20,24.72927381,17.86126072,2043,928,1325.618391,231.7339156,205,98,136.880683,25.63399715,154,63,89.44373586,16.85843906,16,7,11.85435096,2.137596073,549,272,374.9921827,64.67635746,480,195,286.18741,55.21131174,510,264,345.3606254,45.31752362,523,195,322.0325036,81.89110362,147,105,131.3209216,5.441143411,43,34,38.90002057,1.412569238,8109,6803,7424.912981,291.497911,324,219,288.031475,19.21496429,-5,-85,-45.48220531,17.01926838,357,297,333.5136803,9.779422634,237,8,141.3978605,68.49131773,210,-20,89.24871426,66.85530765,84422.62573,33.81906901,38.26427295,3536,972,201,NA,thinned,1,4.44520394,36.04167098,1472,934,0.102836395,CYTB,298,982,0.078661125,NA,NA,0.080057803,0.078661125,668.5999756,5961,0,0,0,NA,414,8211,2082,0,0,-2.943804035
Desmognathus santeetlah,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,2,3,95,10,10,35,1,2,3.1,larval,no,NA,NA,permanent,aquatic,NA,NA,365,365,long,no,no,no,1,0.102965139,0.000128744,0.027330771,0.020255821,1670,255,734.1223491,363.5623847,144,77,120.1908646,16.09767312,242,164,211.2463295,19.46455654,41,-17,22.81566069,12.88753322,2036,1128,1489.641109,216.1191538,204,119,154.1712887,20.83278488,152,63,94.26264274,21.17128692,16,7,12.17455139,2.56303633,541,325,414.8515498,54.05056171,476,226,318.2006525,61.17237404,510,313,380.4290375,48.04372605,515,263,384.1500816,57.28523679,147,109,132.1549755,6.779230744,43,35,39.52202284,1.404330773,7883,6819,7297.411093,295.21195,311,224,281.5954323,21.878365,-27,-80,-48.60522023,11.81989456,346,299,330.2006525,10.94432731,217,8,81.8091354,62.5228673,201,43,142.6378467,34.75228873,10751.53236,35.00192421,36.1824173,806,124,21,NA,corrected,1,1.18049309,35.59217076,1415,962.5,0.102836395,CYTB,7,519,0.05044912,NA,NA,0.054780362,0.05044912,682.5999756,1009,663,1,0.00099108,-0.521870287,612.7999878,1219,2273,20,0.016406891,0.86464315
Desmognathus wrighti,Least Concern (LC),LC,Caudata,Plethodontidae,Desmognathus,3.5,5,51,NA,3,15,1,2.2,3.5,direct,yes,NA,NA,terrestrial,terrestrial,NA,NA,0,0,none,no,no,yes,1,0.102965139,0.000529877,0.022280236,0.017016809,1670,213,739.96148,299.6344553,158,77,118.6538267,15.45553334,250,163,209.8195641,17.63599383,62,-20,21.61226559,14.35966544,2043,1074,1375.856057,225.3264649,205,109,138.2944754,23.81716945,154,63,94.3385707,18.40817674,16,7,10.79523568,1.916523012,549,308,381.5990877,58.12596431,480,223,300.5671566,57.76311329,510,291,363.6426761,46.56086709,523,225,326.5418145,71.99475204,147,105,131.4368981,6.479934461,43,34,39.34972124,1.27001069,7804,6803,7281.369995,254.5842491,321,219,280.6300051,20.4802619,-6,-81,-49.3025849,13.03747829,349,297,329.93259,10.35270576,224,8,150.8580841,65.19619425,195,-20,78.09883426,51.1221032,34505.23823,34.47313483,37.01707895,1108,305,40,NA,thinned,1,2.54394412,35.74510689,1457,941.5,0.102435262,CYTB,6,1141,0.060146374,NA,NA,0.047305389,0.060146374,614.2000122,2375,7931,362,0.152421053,2.339368421,350.2000122,5670,41341,1120,0.197530864,6.291181658
Dicamptodon aterrimus,Least Concern (LC),LC,Caudata,Dicamptodontidae,Dicamptodon,3,3,330,10,135,200,1,NA,NA,larval,no,NA,NA,permanent,aquatic,270,270,1095,1095,long,some,no,no,1,0.197167486,0.000491781,0.039020903,0.026128033,2511,482,1489.940813,460.6082491,111,-12,41.37279102,24.69354006,213,84,139.0698457,24.87541126,17,-105,-52.06732118,25.67232787,1018,303,701.1312763,139.1163819,146,44,88.71865358,23.19588431,35,12,27.67741935,4.150204255,51,18,30.22440393,7.096190092,410,117,246.5949509,67.61438558,133,50,104.8053296,15.02770448,147,63,121.2451613,15.42739166,378,51,230.6799439,67.00426267,175,121,150.31669,14.378379,43,35,39.62440393,1.882496377,9044,6866,7467.649649,304.7016928,323,200,257.4398317,21.78375732,-32,-185,-116.5643759,34.9647589,420,333,374.0042076,21.15640368,145,-93,-25.60645161,51.57417281,208,-26,132.5980365,29.68091147,53294.47171,44.1501723,48.0681728,37,19,9,NA,corrected,1,3.9180005,46.10917255,2029,1496.5,0.196675705,CYTB,58,1141,0.001625964,0.36653,2.537,0.001403509,0.001625964,610.7999878,2668,202,0,0,-12.20792079,610.7999878,2668,202,0,0,-12.20792079
Dicamptodon copei,Least Concern (LC),LC,Caudata,Dicamptodontidae,Dicamptodon,NA,NA,191,NA,25,115,1,NA,NA,larval,no,NA,NA,permanent,aquatic,NA,NA,NA,NA,long,yes,yes,yes,1,0.130927652,0.000465879,0.029790835,0.021155049,1992,0,479.1362852,391.8974707,119,14,82.64117309,17.86176449,188,83,145.2587694,15.93787482,67,-43,26.80908568,20.04607203,3345,499,2375.187464,474.574559,556,75,382.1656124,76.06903738,68,16,40.10983324,12.6748762,72,47,61.05290397,2.980096309,1512,215,1094.124784,210.0345715,235,64,167.6635998,32.58666594,290,64,189.3686026,44.60659597,1455,196,1028.273721,203.9301333,116,63,96.76308223,8.579902316,51,34,42.04657849,3.169477124,6337,3259,4704.829212,602.4229054,272,142,217.7239793,21.68231648,24,-82,-10.71822887,19.10087588,296,153,228.4422082,24.41331088,72,-37,31.07015526,19.87393296,188,78,143.1955147,16.60492539,25986.75588,45.21467244,48.39494257,168,62,30,NA,thinned,1,3.18027013,46.80480751,1992,996,0.130461773,CYTB,40,1167,0.00847245,0.068344444,4.714,0.009156194,0.00847245,823.2000122,3271,1367,401,0.122592479,-1.392831017,643.4000244,4750,3566,1433,0.301684211,-0.332024678
Dicamptodon ensatus,Near Threatened (NT),nonLC,Caudata,Dicamptodontidae,Dicamptodon,5,6,300,16.9,70,100,1,NA,NA,larval,yes,NA,NA,permanent,aquatic,150,150,540,540,long,some,no,no,1,0.081182733,0.000516697,0.024543437,0.016180345,1084,-1,320.6522388,227.7444086,153,105,131.5776119,9.276959596,222,149,186.419403,15.97649375,103,46,80.90746269,11.80511041,1324,375,1001.965672,181.0414326,271,78,208.3492537,34.56711318,3,1,1.994029851,0.578612483,97,83,88.59552239,2.271348337,698,198,541.4522388,94.8200244,22,4,12.48507463,3.054402284,36,8,20.20746269,6.702983594,683,197,536.7373134,91.03820522,173,103,138.8402985,17.36222348,61,48,54.22238806,3.411460545,6202,2203,4212.132836,933.0379838,348,212,277.8492537,32.65688304,49,-16,21.60597015,15.1609194,354,170,256.2432836,45.21447552,112,51,83.10895522,11.27977185,222,145,183.9462687,17.30203275,11303.05135,36.94761658,39.36902229,1428,645,83,NA,thinned,1,2.42140571,38.15831944,1085,541.5,0.080666036,CYTB,10,1141,0.005862304,0.0235,NA,0.005258545,0.005862304,681.5999756,1361,2736,548,0.402645114,1.010286554,564.7999878,1825,4218,992,0.543561644,1.311232877
Dicamptodon tenebrosus,Least Concern (LC),LC,Caudata,Dicamptodontidae,Dicamptodon,NA,NA,340,NA,83,146,1,NA,NA,larval,yes,66.25,5196,permanent,aquatic,150,150,540,1095,long,some,no,no,1,0.208535731,0.000226312,0.034687994,0.024174354,3691,-1,717.4035184,482.3362309,170,-71,88.41345365,27.77338721,261,5,158.5604776,26.21747735,92,-126,25.75553733,33.12688013,3097,272,1511.758181,527.2383686,522,44,252.9504147,84.28558424,59,1,19.21720901,13.85991706,90,37,66.28329232,10.16794043,1482,123,723.3243095,245.4038415,241,8,93.5644882,53.69756892,244,8,101.2680704,54.96208572,1385,112,673.9175098,229.9943764,178,72,120.9052046,24.56776652,60,29,44.26761462,5.703956658,8060,2015,5285.539422,952.9699003,368,60,249.2189408,39.93742611,51,-165,-21.38045757,32.14594109,373,132,270.5993984,44.00091608,96,-109,30.00966184,32.53814951,261,-4,157.2628749,26.68860212,169915.9999,38.75870633,49.14170837,2251,863,273,NA,thinned,1,10.38300204,43.95020735,3692,1845,0.208309419,CYTB,76,1145,0.012848833,0.057776923,NA,0.015155545,0.012848833,576.2000122,14062,8350,4831,0.343549993,-0.684071856,294,19340,15276,7909,0.408945191,-0.26603823
Ensatina eschscholtzii,Least Concern (LC),LC,Caudata,Plethodontidae,Ensatina,2,3.5,149,15,3,25,1,NA,NA,direct,no,150.4,NA,terrestrial,terrestrial,120,120,0,0,none,no,yes,yes,1,0.221552864,0.000129952,0.032489748,0.024678959,3757,-2,673.8230255,603.5188898,228,-71,109.7225056,37.07094379,319,5,178.8539242,39.20380027,145,-126,48.21559792,37.56308964,3335,64,1192.274969,687.5821281,553,15,205.0741273,107.7734084,68,0,13.46962119,15.12824926,102,37,73.03416687,11.33700589,1509,35,578.4376331,312.3919067,241,0,64.21119089,60.31677391,290,1,72.85545927,64.2295958,1447,34,545.4539738,289.3251445,194,63,128.244714,25.48151579,65,29,46.27036395,5.679053587,7479,1800,5203.354791,1038.343691,418,60,270.0692251,50.88234405,89,-165,-4.796385244,32.62192353,377,132,274.8656103,47.97189414,147,-109,52.35132459,37.45156613,280,-4,175.9216143,39.20825878,325428.3455,30.60688212,50.33341776,16605,6566,835,NA,thinned,1,19.72653564,40.47014994,3759,1877.5,0.221422912,CYTB,462,831,0.080982028,0.1,5.281818182,0.087287953,0.080982028,642,20229,12989,9533,0.47125414,-0.557394719,477.2,23432,19696,13283,0.56687436,-0.189683184
Eurycea bislineata,Least Concern (LC),LC,Caudata,Plethodontidae,Eurycea,3,4,123,NA,12,43,1,2.5,3,larval,yes,420,NA,permanent,aquatic,28,70,730,1095,long,no,no,no,1,0.102107093,0,0.008038366,0.008355575,1485,-8,311.5095094,176.3626122,141,-37,48.85581689,37.61959,246,103,174.1895169,26.02747229,34,-194,-88.81025544,54.84115373,1884,726,1026.026859,113.9863583,189,77,109.7155665,11.10695269,140,27,61.76984067,13.89479809,38,6,17.9339909,7.287874008,511,221,312.0535407,29.38935791,439,106,200.7742413,40.79498051,481,210,298.3759611,30.59741971,456,106,218.7783257,44.75067284,142,74,112.5575493,9.705792413,39,21,27.4093829,3.851931104,12641,7462,10169.92219,1261.328454,319,161,248.9637329,26.92833299,-24,-274,-158.468652,60.88370872,491,285,407.4323849,40.46583389,246,-65,134.9126454,63.00911375,214,-167,-43.4748609,60.93369542,1198567.612,37.23439875,51.54638672,6472,2752,1199,NA,thinned,1,14.31198797,44.39039274,1493,738.5,0.102107093,CYTB,5,1141,0.007602339,NA,NA,0.004678363,0.007602339,609.4000244,55184,6906,0,0,-6.990732696,281.7999878,90607,12028,544,0.006003951,-6.533006319
Eurycea cirrigera,Least Concern (LC),LC,Caudata,Plethodontidae,Eurycea,2,4,110,NA,12,110,1,2.5,2.5,larval,yes,NA,14,permanent,aquatic,30,30,365,1095,long,no,no,yes,1,0.102965139,0,0.004277815,0.006855449,1670,-14,202.6237214,189.3936283,205,75,149.4937643,28.56729697,274,163,244.0242912,19.14935518,132,-45,47.60862845,40.42730152,2043,616,1269.788623,174.9190198,221,91,139.8146869,23.77279776,154,23,73.77099908,12.26572078,45,7,18.31149702,5.48641832,596,236,385.3041778,59.4030262,480,103,248.8920156,38.2513276,589,236,344.1887076,59.95850626,523,134,314.9857859,77.32360709,148,90,128.1713719,7.792675479,49,27,37.88945462,3.996180499,10157,5325,7610.285024,934.7282101,340,219,313.8558894,16.87960879,65,-112,-22.34433483,37.9926949,405,254,336.2002243,26.02393243,272,8,174.0685851,66.23444238,239,-45,134.2166811,81.53269139,1153855.592,29.30203849,41.72950365,5667,2256,954,NA,thinned,1,12.42746516,35.51577107,1684,828,0.102965139,CYTB,14,1150,0.066967515,0.300528571,NA,0.065314114,0.066967515,633.7999878,51024,2769,693,0.013581844,-17.42686891,454.6000061,66351,9416,5092,0.07674338,-6.04662277
Eurycea guttolineata,Least Concern (LC),LC,Caudata,Plethodontidae,Eurycea,2,2,159,10,8,14,1,NA,NA,larval,yes,NA,NA,permanent,aquatic,30,45,120,450,long,no,no,no,1,0.082933635,0,0.003626592,0.006404518,1660,-14,144.2454008,169.9591247,202,77,164.1325377,19.98707595,274,163,253.2517179,14.38893077,126,-22,68.71693791,26.53650438,2043,944,1329.226715,156.5651394,221,95,147.4910187,22.24354221,154,48,76.44990958,11.15840377,39,7,18.70061483,5.421691813,596,272,404.8329837,55.1632761,480,183,258.0376612,34.2400664,589,256,357.1484268,62.23754564,523,183,345.1552502,64.93187852,147,90,129.6189753,7.477044754,46,30,39.61494876,2.712932401,8805,5715,7161.51009,590.2726343,340,219,321.4552381,13.08293646,65,-85,-2.469318867,25.71842295,371,254,323.924557,18.89311319,272,8,173.6222061,74.61750294,239,-22,159.7861603,58.06688547,738309.3202,29.66438871,39.32001495,2165,808,415,NA,thinned,1,9.65562624,34.49220183,1674,823,0.082933635,CYTB,21,1012,0.016326531,NA,NA,0.016413374,0.016326531,645,32595,0,0,0,NA,479.2000122,44481,1002,460,0.010341494,-43.39221557
Eurycea longicauda,Least Concern (LC),LC,Caudata,Plethodontidae,Eurycea,1,2,200,10,61,106,1,2.5,3,larval,yes,100,NA,ephemeral,aquatic,28,84,180,365,long,no,no,yes,1,0.102965139,4.34E-19,0.006959589,0.007730921,1670,-8,328.3608975,180.3120123,170,44,116.9178823,23.39700766,268,153,223.5067193,21.68650977,70,-82,1.658071038,27.31448401,1890,726,1142.34407,147.9837029,194,90,122.8451201,17.30917604,132,33,66.98013954,13.98863932,39,7,17.24397447,5.152265029,525,248,340.4372076,39.23059652,431,106,225.72124,42.99239133,479,243,305.6004717,25.25315864,494,106,245.0533378,70.6553229,150,91,125.4059899,8.218282659,43,26,33.9294577,2.890185665,10239,6936,8569.401669,570.2061115,347,216,298.5410093,21.88312558,-2,-148,-66.58142393,23.81960413,411,304,365.1224332,17.02179969,244,10,168.4183977,40.15369598,264,-71,53.65924047,92.52861236,848916.9105,33.24610319,43.29097692,2221,1119,551,NA,thinned,1,10.04487373,38.26854006,1678,831,0.102965139,CYTB,74,1118,0.052995777,NA,NA,0.062767665,0.052995777,603.5999756,42443,2618,0,0,-15.21199389,372,59601,15902,1123,0.018841966,-2.748019117
Eurycea lucifuga,Least Concern (LC),LC,Caudata,Plethodontidae,Eurycea,3,3,181,9.1,49,120,1,3.2,3.2,larval,yes,10,NA,permanent,aquatic,60,240,365,450,long,no,no,no,1,0.102965139,4.34E-19,0.00601957,0.007336599,1670,66,298.7451294,168.2702196,169,71,132.0445586,14.13152305,266,164,236.3818874,13.70657839,74,-36,19.02743531,18.79231437,1860,904,1203.908447,148.480691,184,92,130.6415525,17.25572852,132,33,68.74334094,14.57703037,37,8,17.8673516,4.900989274,499,268,358.7714231,38.82213132,431,121,236.0387367,43.0401944,478,243,304.0063927,24.15168976,463,121,271.5008752,80.91001315,150,109,129.0308219,6.55288164,42,29,35.1129376,2.651267111,9801,7014,8390.828995,588.2320168,346,224,310.930137,15.12270515,0,-101,-52.44284627,18.28921284,405,304,363.3729833,19.52034323,230,14,151.445624,45.02951001,264,-36,106.0570015,93.44492851,449641.618,33.02003495,40.47923597,1377,725,306,NA,thinned,1,7.45920102,36.74963546,1604,868,0.102965139,CYTB,65,1103,0.02207161,NA,NA,0.020971977,0.02207161,580.4000244,28815,6579,0,0,-3.379844961,360.6000061,43346,24486,898,0.020717021,-0.770236053
Eurycea multiplicata,Least Concern (LC),LC,Caudata,Plethodontidae,Eurycea,0.5,1,90,NA,2,21,1,2,2.6,larval,no,NA,NA,permanent,aquatic,NA,NA,150,240,mid,no,yes,yes,1,0.040317029,4.28E-05,0.005925974,0.004972129,670,51,274.0144427,116.9207297,172,124,147.8358896,12.49876017,271,234,251.7903885,9.702702249,70,-5,35.6368865,16.72798747,1494,769,1185.068252,102.1613404,174,111,138.7742843,13.911121,87,29,59.92433538,12.74379641,36,14,22.29971881,3.993510001,464,280,370.2122955,29.82932912,323,102,220.9909254,43.09848936,334,241,280.4652352,17.72163407,326,102,225.485046,48.93901572,147,115,131.8240031,5.423879153,38,31,35.05432004,1.527117109,9389,7641,8340.704627,351.2808175,347,305,329.5933027,9.522029123,-5,-81,-41.24066973,17.36784552,400,340,370.8339724,11.88200613,241,125,168.6568252,22.87739324,267,-5,77.15656953,89.99788314,136465.1174,33.62539945,38.27462622,748,207,88,NA,thinned,1,4.64922677,35.95001284,619,360.5,0.040274229,CYTB,58,1118,0.076809449,NA,NA,0.077698588,0.076809449,581.2000122,6971,0,0,0,NA,381.7999878,9804,67,0,0,-145.3283582
Eurycea nana,Vulnerable (VU),nonLC,Caudata,Plethodontidae,Eurycea,1,1,51,3.7,33,33,1,1.5,2,larval,no,NA,NA,permanent,aquatic,16,35,NA,NA,long,yes,no,no,1,0.008400015,0.004335143,0.006367579,0.002874299,209,188,198.5,14.8492424,199,198,198.5,0.707106781,282,281,281.5,0.707106781,106,106,106,0,858,858,858,0,114,114,114,0,45,44,44.5,0.707106781,32,32,32,0,291,289,290,1.414213562,155,155,155,0,204,203,203.5,0.707106781,162,161,161.5,0.707106781,129,128,128.5,0.707106781,39,39,39,0,6825,6802,6813.5,16.26345597,354,353,353.5,0.707106781,30,30,30,0,324,323,323.5,0.707106781,237,236,236.5,0.707106781,122,122,122,0,50.26392804,29.81359344,29.89089229,610,22,4,NA,corrected,1,0.07729885,29.85224287,21,198.5,0.004064872,CYTB,5,1110,0.001408451,NA,NA,0.00148368,0.001408451,675.5999756,474,0,0,0,NA,622.4000244,621,0,0,0,NA
Eurycea naufragia,Endangered (EN),nonLC,Caudata,Plethodontidae,Eurycea,NA,NA,38,NA,NA,NA,1,NA,NA,larval,no,NA,NA,permanent,aquatic,NA,NA,NA,NA,long,yes,no,no,1,0.005049093,0.004895727,0.004970239,7.68E-05,264,233,253,17.34935157,193,191,191.6666667,1.154700538,280,278,279,1,98,96,97,1,839,836,838,1.732050808,113,113,113,0,43,43,43,0,31,30,30.33333333,0.577350269,278,277,277.6666667,0.577350269,165,164,164.3333333,0.577350269,182,180,181,1,165,164,164.3333333,0.577350269,125,124,124.3333333,0.577350269,38,37,37.33333333,0.577350269,7124,7074,7095.666667,25.6580072,353,350,351.3333333,1.527525232,24,23,23.66666667,0.577350269,329,326,327.6666667,1.527525232,231,230,230.3333333,0.577350269,110,97,105,7,51.59623525,30.63996577,30.72412603,61,13,3,NA,corrected,1,0.08416026,30.6820459,31,248.5,0.000153366,CYTB,5,1040,0.016788321,NA,NA,0.016930746,0.016788321,884.6,54,0,0,0,NA,884.6,54,0,0,0,NA
Eurycea neotenes,Vulnerable (VU),nonLC,Caudata,Plethodontidae,Eurycea,NA,NA,105,32.2,10,10,1,NA,NA,larval,no,NA,NA,permanent,aquatic,10,10,NA,NA,long,yes,no,no,1,0.011820339,0.006438104,0.009039572,0.002695594,416,390,400,14,194,192,193.3333333,1.154700538,274,272,273,1,107,105,106,1,809,788,801.3333333,11.59022577,104,102,103.3333333,1.154700538,42,41,41.66666667,0.577350269,31,30,30.66666667,0.577350269,263,257,261,3.464101615,142,138,140.6666667,2.309401077,207,204,205.3333333,1.527525232,142,138,140.6666667,2.309401077,129,128,128.6666667,0.577350269,41,41,41,0,6541,6507,6522,17.34935157,344,342,343.3333333,1.154700538,32,30,31.33333333,1.154700538,312,312,312,0,232,230,231,1,107,105,106,1,37.82518728,29.57846417,29.67226011,2966,28,14,NA,corrected,1,0.09379594,29.62536214,26,403,0.005382235,CYTB,6,1138,0.001621074,NA,NA,0.001823708,0.001621074,798.5999756,300,0,0,0,NA,724.4000244,384,0,0,0,NA
Eurycea pterophila,Data Deficient (DD),NA,Caudata,Plethodontidae,Eurycea,NA,NA,38,NA,NA,NA,NA,NA,NA,larval,no,NA,NA,permanent,aquatic,NA,NA,NA,NA,long,yes,no,no,1,0.01046902,0.002365366,0.006553083,0.001832843,429,281,359.7058824,45.11203374,194,187,190.4117647,2.209604702,277,270,273.6470588,2.148871113,102,96,98.82352941,1.810914621,869,855,862.7647059,4.176263458,115,113,114.0588235,0.899346168,48,45,46.47058824,1.007326105,31,31,31,0,289,280,284,2.573907535,159,154,155.7058824,1.611082939,210,206,208,1.274754878,161,154,156.2941176,2.46892451,134,127,129.4705882,2.348341092,41,39,39.52941176,0.624264273,6841,6763,6805.058824,20.2622512,349,344,346.4705882,1.504893977,27,19,22.41176471,2.450990196,326,322,324.0588235,1.344925102,232,225,228.2941176,2.257340966,118,96,104.4117647,9.274014931,318.7880152,29.95828041,30.13071338,95,23,12,NA,corrected,1,0.17243297,30.0444969,148,355,0.008103654,CYTB,5,1040,0.002888087,NA,NA,0.002166065,0.002888087,930.5999756,210,0,0,0,NA,922.7999878,217,0,0,0,NA
Eurycea quadridigitata,Least Concern (LC),LC,Caudata,Plethodontidae,Eurycea,1,2,90,3,7,62,1,1.8,1.8,larval,yes,600,NA,ephemeral,aquatic,21,28,60,180,mid,no,no,no,1,0.021101957,0,0.001685389,0.001443044,468,-14,63.61953306,48.76581817,244,141,186.5927393,18.15334186,287,239,266.0967119,7.736254486,203,37,99.80190686,30.27853771,1704,616,1320.595257,156.9619041,276,92,157.5805158,27.53393665,113,23,69.28417064,14.75151177,69,10,24.5292507,11.60507281,672,236,429.3274661,76.34459431,360,103,243.3651876,47.24414681,660,172,387.3873121,100.7177783,473,124,317.4337856,78.92582537,143,68,126.7872387,9.887366045,54,32,41.62058428,3.945413613,8104,3021,6472.817846,983.7043845,362,306,331.6064051,8.85445962,159,-39,28.1819582,32.28862065,373,154,303.4244469,33.94796424,278,71,208.8293363,68.88849271,287,41,186.3428187,47.00881682,743363.6993,24.94721466,36.54472767,2731,834,402,NA,thinned,1,11.59751301,30.74597117,482,227,0.021101957,CYTB,128,1118,0.094724076,NA,NA,0.106698694,0.094724076,619.2,25526,1531,0,0,-15.6727629,452,33091,3868,0,0,-7.555067218
Eurycea rathbuni,Vulnerable (VU),nonLC,Caudata,Plethodontidae,Eurycea,NA,NA,137,10.3,NA,NA,1,NA,NA,larval,no,NA,NA,permanent,aquatic,NA,NA,NA,NA,long,yes,no,no,1,0.010221512,0.006752297,0.008604612,0.001746548,262,200,232,31.04834939,198,196,197,1,281,278,279.6666667,1.527525232,105,104,104.3333333,0.577350269,869,860,864.6666667,4.509249753,115,115,115,0,47,44,45.66666667,1.527525232,32,32,32,0,292,290,290.6666667,1.154700538,157,156,156.6666667,0.577350269,207,203,205,2,163,162,162.6666667,0.577350269,128,127,127.6666667,0.577350269,39,39,39,0,6829,6755,6802.333333,41.10150038,353,350,351.6666667,1.527525232,29,29,29,0,324,321,322.6666667,1.527525232,236,233,234.6666667,1.527525232,121,120,120.3333333,0.577350269,56.69187512,29.84460897,29.93621572,31,16,5,NA,corrected,1,0.09160675,29.89041235,62,231,0.003469215,CYTB,5,1100,0.00979021,NA,NA,0.00979021,0.00979021,746.6,261,0,0,0,NA,746.6,261,0,0,0,NA
